Go.,Geh.
Tom thought Cookie would be a good name for his dog.,"Tom meinte, dass Krümel ein guter Name für seinen Hund wäre."
Tom thought about it and agreed that Mary was right.,"Tom dachte darüber nach und stimmte dann zu, dass Maria recht hatte."
Tom thought it would be a good idea to see a doctor.,"Tom hielt es für geraten, einen Arzt zu konsultieren."
"Tom threw a rock at the bottle, hit it and broke it.","Tom warf einen Stein nach der Flasche und traf sie, wodurch sie zu Bruch ging."
Tom told Mary and her children an interesting story.,Tom erzählte Maria und ihren Kindern eine interessante Geschichte.
Tom told Mary that John doesn't like to play tennis.,"Tom sagte Maria, dass Johannes nicht gerne Tennis spiele."
Tom told Mary that he didn't think Alice was pretty.,"Tom sagte Maria, er finde Elke nicht hübsch."
Tom told Mary that she should be ashamed of herself.,"Tom sagte, Maria solle sich ihrer selbst schämen."
Tom told Mary there was nothing in the refrigerator.,"Tom sagte Maria, dass der Kühlschrank leer sei."
Tom told me I should spend more time with my family.,"Tom meinte, ich müsse mehr Zeit mit meiner Familie verbringen."
Tom told me about what happened at school yesterday.,"Tom hat mir erzählt, was gestern in der Schule vorgefallen ist."
Tom told me he didn't have any brothers and sisters.,"Tom sagte mir, er habe keine Geschwister."
Tom told me he didn't have enough money to buy that.,"Tom sagte mir, dass er nicht genug Geld hatte, um das zu kaufen."
Tom told me that I'm better at doing that than Mary.,"Tom sagte mir, dass ich das besser könne als Maria."
Tom told me that he couldn't really trust Microsoft.,"Tom sagte mir, dass er Microsoft nicht richtig vertrauen könne."
Tom told me that he'd never had that problem before.,"Tom sagte mir, dass er dieses Problem zuvor nie hatte."
Tom took Mary to a beachfront restaurant for dinner.,Wir sind mit Maria in ein Restaurant direkt am Strand gegangen.
Tom took Mary's car keys away because she was drunk.,"Tom nahm Maria die Autoschlüssel weg, weil sie betrunken war."
Tom took a book off the shelf and handed it to Mary.,Tom nahm ein Buch aus dem Regal und gab es Maria.
"Tom took another shot at the crow, but missed again.",Tom schoss ein weiteres Mal auf die Krähe und verfehlte sie erneut.
"Tom took another shot at the crow, but missed again.","Tom schoss ein weiteres Mal auf die Krähe, verfehlte sie jedoch erneut."
"Tom took another shot at the crow, but missed again.",Tom schoss noch einmal auf die Krähe. Dennoch verfehlte er sie erneut.
"Tom took another shot at the crow, but missed again.","Tom gab einen weiteren Schuss auf die Krähe ab, doch auch der ging daneben."
Tom took his glasses off and put them in his pocket.,Tom nahm seine Brille ab und steckte sie in seine Tasche.
Tom took his sunglasses off and handed them to Mary.,Tom nahm seine Sonnenbrille ab und reichte sie Maria.
Tom took out his camera and started taking pictures.,Tom holte seinen Fotoapparat hervor und fing an zu knipsen.
Tom tried his utmost to get Mary to change her mind.,"Tom tat, was er konnte, um Maria zu einem Sinneswandel zu bewegen."
Tom tried to do something new every day for 30 days.,"Tom versuchte 30 Tage lang, jeden Tag etwas Neues zu tun."
Tom tried to do something new every day for 30 days.,"Tom versuchte, 30 Tage lang jeden Tag etwas Neues zu tun."
Tom tried to pry open the window with a screwdriver.,"Tom versuchte, das Fenster mit einem Schraubenzieher aufzubrechen."
Tom used a crowbar to pry open the lid of the crate.,Tom stemmte den Deckel der Kiste mit einer Brechstange auf.
Tom walked down the corridor and into Mary's office.,Tom ging den Flur entlang und dann in Marias Büro.
Tom walked down the street carrying a black gym bag.,Tom ging mit einer schwarzen Sporttasche die Straße entlang.
"Tom walked into the room, followed by John and Mary.",Tom betrat das Zimmer. Ihm folgten Johannes und Maria.
"Tom walked into the room, followed by John and Mary.","Tom betrat das Zimmer, gefolgt von Johannes und Maria."
Tom wanted Mary to play a song for him on the piano.,"Tom wollte, dass Maria ihm ein Stück am Klavier spielte."
Tom wanted to practice French with a native speaker.,Tom wollte mit einem Muttersprachler Französisch üben.
"Tom wants me to open the window, so he can climb in.","Tom möchte, dass ich das Fenster öffne, damit er hereinklettern kann."
Tom was a history teacher before he became a lawyer.,"Tom war Geschichtslehrer, bevor er Anwalt wurde."
Tom was a volunteer firefighter when he was younger.,"Tom war bei der freiwilligen Feuerwehr, als er jünger war."
Tom was able to ski down the slope in three minutes.,Tom konnte in drei Minuten die Skipiste herunterfahren.
Tom was born twenty minutes before his twin brother.,Tom kam zwanzig Minuten vor seinem Zwillingsbruder auf die Welt.
Tom was frightened and didn't want to be left alone.,Tom hatte Angst und wollte nicht allein gelassen werden.
Tom was frightened and didn't want to be left alone.,Tom fürchtete sich und wollte nicht allein gelassen werden.
Tom was late for a meeting with an important client.,Tom verspätete sich zu einem Treffen mit einem wichtigen Kunden.
Tom was lonely and wished he had someone to talk to.,"Tom war einsam und wünschte sich jemanden, mit dem er reden konnte."
Tom was not surprised by what he read in the report.,"Tom war von dem, was er in dem Bericht las, nicht überrascht."
Tom was pretty sure that Mary wouldn't catch a fish.,"Tom war sich ziemlich sicher, dass Maria keinen Fisch fangen würde."
Tom was simply in the wrong place at the wrong time.,Tom war einfach zur falschen Zeit am falschen Ort.
Tom was surprised that Mary bought such a small car.,"Tom war überrascht, dass Maria sich so einen kleinen Wagen zugelegt hatte."
Tom was taken to the hospital for alcohol poisoning.,Tom wurde mit einer Alkoholvergiftung ins Krankenhaus eingeliefert.
Tom was the only reporter on the scene of the crime.,Tom war der einzige Reporter am Tatort.
Tom was worried that Mary might do something stupid.,"Tom war besorgt, dass Maria irgendeine Dummheit begehen könnte."
Tom wasn't the first person to ask me that question.,"Tom war nicht der erste, der mir diese Frage gestellt hat."
Tom went to see Mary while he was staying in Boston.,Während seines Aufenthaltes in Boston besuchte Tom Maria.
Tom will never understand why people don't like him.,"Tom wird nie verstehen, warum die Leute ihn nicht mögen."
Tom wishes that he could be a better French speaker.,"Tom wünschte, er wäre besser im Französischen."
Tom woke Mary up at 6:30 as she had asked him to do.,Tom weckte Maria gemäß ihrem Wunsch um 6.30 Uhr.
Tom woke Mary up at 6:30 as she had asked him to do.,Tom weckte Maria ihrem Wunsch gemäß um sechs Uhr dreißig.
Tom woke Mary up at 6:30 as she had asked him to do.,"Tom weckte Maria so, wie sie es gewünscht hatte, um halb sieben."
Tom won't likely be able to cope with the situation.,Tom wird wahrscheinlich nicht mit der Situation fertig werden können.
Tom wondered how long John and Mary had been dating.,"Tom fragte sich, wie lange sich Johannes und Maria wohl schon träfen."
Tom wondered if he had enough money to pay the bill.,"Tom überlegte, ob er genug Geld hätte, um die Rechnung zu bezahlen."
Tom wondered who the man standing near the gate was.,"Tom fragte sich, wer der Mann war, der in der Nähe des Tores stand."
Tom would be able to do that if he really wanted to.,"Tom könnte das, wenn er wirklich wollte."
Tom wouldn't have anything to do with me after that.,Tom wollte danach nichts mehr mit mir zu tun haben.
"Tom wrote Mary a love letter, but he didn't send it.","Tom hat Maria einen Liebesbrief geschrieben, aber er hat ihn nicht abgesandt."
"Tom wrote Mary a love letter, but he didn't send it.","Tom hat Maria einen Liebesbrief geschrieben, aber er hat ihn nicht abgesendet."
"Tom wrote Mary a love letter, but he didn't send it.","Tom schrieb Maria einen Liebesbrief, sandte diesen jedoch nie ab."
Tom's father gave him a sports car for his birthday.,Tom hat von seinem Vater einen Sportwagen zum Geburtstag bekommen.
Tom's father is Canadian and his mother is Japanese.,"Toms Vater ist Kanadier, und seine Mutter ist Japanerin."
Tom's guardian angel must've been watching over him.,Toms Schutzengel muss über ihn gewacht haben.
Tom's leg had fallen asleep so he couldn't stand up.,"Toms Bein war eingeschlafen, und so konnte er nicht aufstehen."
Tom's parents thought that Mary was too old for him.,"Toms Eltern waren der Ansicht, dass Maria zu alt für ihn sei."
"Tom, weren't you supposed to invite only one friend?","Tom, solltest du nicht eigentlich nur einen Freund einladen?"
"Tom, you'll be here for me if I need you, won't you?","Tom, du wirst für mich da sein, wenn ich dich brauche, nicht wahr?"
"Traditionally, gentlemen hold doors open for ladies.","Es ist alte Sitte, dass der galante Mann einer Dame die Tür aufhält."
Traffic accidents are likely to occur on rainy days.,Verkehrsunfälle geschehen öfter an Regentagen.
"Unfortunately, that vacancy has already been filled.",Diese Stelle ist leider schon vergeben.
"Up to now, we've always had luck with youth hostels.",Wir haben mit Jugendherbergen bisher immer Glück gehabt.
"Up to now, your conduct has always been commendable.",Bisher war dein Verhalten stets lobenswert.
Was Tom really able to do that in under three hours?,Hat Tom das wirklich in unter drei Stunden geschafft?
We adjourned the meeting until the following Friday.,Wir vertagten die Konferenz auf den folgenden Freitag.
We adjourned the meeting until the following Friday.,Wir vertagten das Meeting auf den folgenden Freitag.
We all live together in an old house on Park Street.,Wir wohnen alle zusammen in einem alten Haus in der Parkstraße.
We almost always only speak to each other in French.,Wir sprechen fast ausschließlich Französisch miteinander.
We are busy preparing for our wedding and honeymoon.,"Wir sind damit beschäftigt, unsere Hochzeit und Hochzeitsreise zu planen."
We are not alone in believing that he is not guilty.,"Wir sind nicht alleine im Glauben, dass er nicht schuldig ist."
We associate Einstein with the theory of relativity.,Wir verbinden Einstein mit der Relativitätstheorie.
We can't talk here. Let's go somewhere more private.,"Hier können wir nicht reden. Gehen wir irgendwo hin, wo wir ungestörter sind!"
"We considered going, but finally decided against it.","Wir dachten daran hinzugehen, entschieden uns aber letzten Endes dagegen."
We could see the lights of the town in the distance.,Wir konnten die Lichter der Stadt aus der Ferne sehen.
We decided to put off the meeting until next Sunday.,"Wir haben uns entschlossen, die Sitzung auf den kommenden Sonntag zu verschieben."
We don't believe that Tom did what Mary said he did.,"Wir glauben nicht, dass Tom das getan hat, wovon Maria behauptete, dass er es tat."
We don't need to give Tom the money he's asking for.,"Wir brauchen Tom das Geld nicht zu geben, um das er bittet."
"We don't want to move, but we can't afford the rent.","Wir wollen zwar nicht wegziehen, aber wir können uns die Miete nicht leisten."
We had to shut the window because of the mosquitoes.,Der Mücken wegen mussten wir das Fenster schließen.
We had to shut the window because of the mosquitoes.,Auf Grund der Mücken mussten wir das Fenster schließen.
We have a few more minutes until the meeting starts.,"Wir haben noch ein paar Minuten, bis die Sitzung beginnt."
We have a lot more work to do before we can go home.,"Wir haben noch eine Menge mehr Arbeit zu erledigen, ehe wir nach Hause können."
"We have everything we need: money, time, and brains.","Wir haben alles, was wir brauchen: Geld, Zeit und Verstand."
We have no information about what's going to happen.,"Wir haben keine Information darüber, was geschehen wird."
We have to catch up on our work as soon as possible.,Wir müssen unsere Arbeit so bald wie möglich nachholen.
We have to catch up on our work as soon as possible.,Wir müssen die Versäumnisse bei unserer Arbeit so bald als möglich aufholen.
"We invited him to the party, but he did not show up.","Wir haben ihn zur Party eingeladen, aber er ist nicht aufgekreuzt."
We know very little about the cause of this disease.,Wir wissen sehr wenig über die Ursache dieser Krankheit.
We need to figure out how to deal with this problem.,"Wir müssen uns überlegen, wie wir diesem Problem beikommen wollen."
We need to find Tom before he does something stupid.,"Wir müssen Tom finden, bevor er eine Dummheit begeht."
We often come across Japanese tourists in this area.,In diesem Quartier trifft man oft japanische Touristen.
We often come across Japanese tourists in this area.,In diesem Viertel trifft man oft japanische Touristen.
We ought to sort the students' names alphabetically.,Wir sollen die Namen der Studenten alphabetisch ordnen.
We sat at the station for hours waiting for a train.,Wir saßen stundenlang am Bahnhof und warteten auf einen Zug.
"We shall leave tomorrow morning, weather permitting.","Wenn das Wetter gut ist, werden wir morgen früh abfahren."
We use a dictionary to look up the meaning of words.,Zum Nachschlagen von Wortbedeutungen verwenden wir ein Wörterbuch.
We used the following procedures in this experiment.,Wir benutzten die im Folgenden beschriebenen Verfahrensweisen bei diesem Experiment.
We used to play musical chairs in elementary school.,In der Grundschule haben wir häufig „Reise nach Jerusalem“ gespielt.
We were worried because we weren't getting any news.,"Wir machten uns Sorgen, weil wir überhaupt nichts hörten."
We won't be able to get the door open without a key.,Wir werden die Tür nicht ohne einen Schlüssel öffnen können.
We would often sit up all night discussing politics.,Wir blieben oft die ganze Nacht lang wach und sprachen über Politik.
We'll have to be careful not to play into his hands.,"Wir müssen uns vorsehen, ihm nicht in die Hände zu spielen."
We'll have to be careful not to play into his hands.,"Wir müssen aufpassen, damit wir ihm nicht in die Karten spielen."
We're doing everything we can to find your daughter.,"Wir tun alles in unserer Macht Stehende, um Ihre Tochter zu finden."
We're not rich enough to buy a house on Park Street.,"So reich, dass wir uns ein Haus in der Parkstraße kaufen könnten, sind wir nicht."
We're planning to go to Australia for our honeymoon.,Wir wollen unsere Flitterwochen in Australien verbringen.
We're thinking about opening a new branch in Boston.,"Wir haben vor, eine neue Filiale in Boston zu eröffnen."
We've been living together for the last three years.,Wir wohnen seit drei Jahren zusammen.
We've been waiting for you for ages. Where were you?,Wir warten schon seit einer Ewigkeit auf dich. Wo bist du gewesen?
We've received thirteen complaints so far this week.,Diese Woche haben wir bislang dreizehn Beschwerden erhalten.
"Weather permitting, we will go on a picnic tomorrow.","Wenn das Wetter es zulässt, gehen wir morgen picknicken."
Were you able to make yourself understood in French?,Konntest du dich in Französisch verständlich machen?
What Tom really wanted was a peanut butter sandwich.,"Was Tom wirklich wollte, war ein Erdnussbutterbrot."
What Tom suggested should save us all a little time.,Toms Vorschlag sollte uns allen ein klein wenig Zeit sparen.
What are some reasons you should see a cardiologist?,Weshalb geht man zum Kardiologen?
What complications can occur with such an operation?,Welche Komplikationen können bei so einer Operation auftreten?
What do people usually do in the summer around here?,Was machen die Leute gewöhnlich hier im Sommer?
What do you have to say with regard to this problem?,Was haben Sie in Hinblick auf dieses Problem zu sagen?
What do you have to say with regard to this problem?,Was hast du in Hinblick auf dieses Problem zu sagen?
What do you have to say with regard to this problem?,Was habt ihr in Hinblick auf dieses Problem zu sagen?
What do you think I should wear on my date tomorrow?,Was soll ich zu der Verabredung morgen anziehen?
What do you think I should wear on my date tomorrow?,"Was denkst du, sollte ich morgen zu meinem Date tragen?"
What happened? There's water all over the apartment.,Was ist passiert? Überall in der Wohnung ist Wasser.
What makes you think Tom had anything to do with it?,"Wie kommst du darauf, dass Tom etwas damit am Wickel hatte?"
What persuaded you to accept this unusual challenge?,"Was hat dich dazu bewogen, dich dieser außergewöhnlichen Herausforderung zu stellen?"
What sort of information do you get on the Internet?,Welche Art Information findet man im Internet?
What you're looking for is in a box in the basement.,"Das, was du suchst, befindet sich im Keller in einer Kiste."
What you're looking for is in a box in the basement.,"Das, wonach Sie suchen, befindet sich im Keller in einer Kiste."
What're you going to do during your summer vacation?,Was wirst du während deines Sommerurlaubs tun?
What're you going to do during your summer vacation?,Was werden Sie während Ihres Sommerurlaubs tun?
What's bad for your enemy isn't always good for you.,"Nicht alles, was einem Feinde schadet, ist gut für einen selbst."
What's something you wouldn't change about yourself?,Was würden Sie nicht an sich ändern wollen?
What's the best way to get to the airport from here?,Wie kommt man von hier am besten zum Flughafen?
What's the nationality of that cameraman over there?,Welcher Nationalität ist dieser Kameramann da drüben?
What's the point of learning a constructed language?,"Was bringt es, eine Kunstsprache zu lernen?"
What's the scariest thing that ever happened to you?,"Was ist das Unheimlichste, was dir je passiert ist?"
What's the scariest thing that ever happened to you?,"Was ist das Unheimlichste, was euch je passiert ist?"
What's the scariest thing that ever happened to you?,"Was ist das Unheimlichste, was Ihnen je passiert ist?"
"When I entered his room, I found him reading a book.","Als ich sein Zimmer betrat, las er gerade ein Buch."
"When I entered his room, I found him reading a book.","Als ich in sein Zimmer ging, traf ich ihn in einem Buch lesend an."
"When I got to school, the race had already finished.","Als ich zur Schule kam, war das Rennen bereits vorbei."
"When I hear this song, I think of you, and miss you.","Wenn ich dieses Lied höre, denke ich an dich und vermisse dich."
"When I last saw Tom, he was on his way to the beach.","Als ich Tom das letzte Mal gesehen habe, war er gerade auf dem Weg zum Strand."
"When I was a kid, I used to often play in that park.",Als Kind habe ich oft in dem Park gespielt.
"When he returned home, the kids were already asleep.","Als er nach Hause zurückkam, schliefen die Kinder bereits."
"When they heard the story, they burst into laughter.","Als sie die Geschichte hörten, brachen sie in Gelächter aus."
"When times are hard, you learn who your friends are.",In schwierigen Zeiten lernt man seine Freunde kennen.
When was the last time you smelled gas in this room?,Wann hast du in diesem Zimmer das letzte Mal Gas gerochen?
"When you travel abroad, you usually need a passport.","Wenn man ins Ausland reisen will, benötigt man für gewöhnlich einen Reisepass."
"When you travel abroad, you usually need a passport.",Bei Auslandsreisen benötigt man für gewöhnlich einen Reisepass.
"When you're in a hurry, it's easy to make a mistake.","Es ist leicht einen Fehler zu machen, wenn man sich beeilt."
"Whenever Tom comes to Boston, he stays at our place.","Immer wenn Tom nach Boston kommt, übernachtet er bei uns."
Where were you? We've been looking all over for you.,Wo warst du? Wir haben dich überall gesucht.
"Which are you better at, boogie-boarding or surfing?","Was kannst du besser, Boogie-boarding oder Surfen?"
"Which do you like better, apple cider, or champagne?",Trinkst du lieber Apfelwein oder Champagner?
"Which do you like better, apple cider, or champagne?",Was trinkst du lieber? Apfelwein oder Champagner?
"Which do you like better, the Giants or the Dragons?",Wen magst du lieber: die Giants oder die Dragons?
"Which do you like better, the Giants or the Dragons?",Wen magst du lieber: die Riesen oder die Drachen?
"While swimming in the pool, she lost her locker key.",Sie verlor beim Schwimmen im Becken ihren Spindschlüssel.
"While they don't agree, they continue to be friends.","Obwohl sie nicht übereinstimmen, so bleiben sie doch weiterhin Freunde."
Who knows what he'll accomplish if given the chance?,"Wer weiß, was er ausführen wird, wenn ihm die Chance gegeben wird?"
"Why are we attracted to some people, but not others?","Warum fühlen wir uns zu manchen Menschen hingezogen, nicht aber zu anderen?"
Why ask me? Wouldn't it be better to do it yourself?,"Warum fragst du mich? Wäre es nicht besser, es selbst zu tun?"
Why didn't you tell Tom the same time you told Mary?,Warum hast du es Tom nicht im gleichen Zuge wie Maria gesagt?
Why didn't you tell us you knew how to speak French?,"Warum hast du uns denn nicht gesagt, dass du Französisch sprichst?"
Why didn't you tell us you knew how to speak French?,"Warum haben Sie uns denn nicht gesagt, dass Sie Französisch sprechen?"
Why do you think Tom chose to become a psychologist?,"Warum glaubst du, hat sich Tom dafür entschieden Psychologe zu werden?"
Why do you think Tom chose to become a psychologist?,"Warum glauben Sie, hat sich Tom dafür entschieden Psychologe zu werden?"
Why don't we see if Tom wants to play cards with us?,"Warum schauen wir nicht, ob Tom mit uns Karten spielen will?"
Why don't you ask Tom if you can borrow his bicycle?,"Frag Tom doch, ob du dir sein Fahrrad ausleihen darfst!"
Why is everyone acting like this is such a big deal?,"Warum tun alle so, als wäre das so eine große Sache?"
Will you send someone to fix it as soon as possible?,"Würden Sie mir so schnell wie möglich jemanden vorbeischicken, um ihn zu reparieren?"
"With a little more patience, you could've succeeded.",Mit ein bisschen mehr Geduld hättest du es schaffen können.
"With a little more patience, you could've succeeded.",Mit etwas mehr Geduld hätte es Ihnen gelingen können.
"Without a doubt, you're the best player on the team.",Du bist ohne Zweifel der Mannschaftsbeste.
"Without a doubt, you're the best player on the team.",Du bist ohne Zweifel die Mannschaftsbeste.
"Without air and water, we would not be able to live.",Ohne Luft und Wasser könnten wir nicht leben.
Would you like to go for a walk in the park with me?,Würdest du gerne mit mir im Park spazieren gehen?
Would you like to hear about what I did last summer?,"Möchtest du hören, was ich im letzten Sommer getan habe?"
Would you please tell me your full name and address?,Würden Sie mir bitte Ihren vollständigen Namen und Ihre Adresse nennen?
You are supposed to hand in your homework by Friday.,Ihr sollt eure Hausaufgaben bis Freitag einreichen.
You are supposed to hand in your homework by Friday.,Du sollst deine Hausarbeit bis Freitag einreichen.
You can be anything you want to be when you grow up.,"Als Erwachsene kannst du alles werden, was du willst."
You can be anything you want to be when you grow up.,"Als Erwachsener kannst du alles werden, was du willst."
You can buy that dog if you want to. It is for sale.,"Ihr könnt diesen Hund kaufen, wenn ihr wollt. Er steht zum Verkauf."
You can have any three of these books that you want.,Du darfst dir drei von diesen Büchern aussuchen.
You can see the colors of the spectrum in a rainbow.,Du kannst das ganze Farbspektrum in einem Regenbogen sehen.
You can use English at most hotels around the world.,Du kannst Englisch in den meisten Hotels rund um die Welt benützen.
You can't be forced to testify against your husband.,"Man kann Sie nicht zwingen, gegen Ihren Mann auszusagen."
You can't be too careful when doing this experiment.,"Du kannst nicht vorsichtig genug sein, wenn du dieses Experiment durchführst."
You can't be too careful when doing this experiment.,"Sie können nicht vorsichtig genug sein, wenn Sie dieses Experiment durchführen."
You can't be too careful when doing this experiment.,"Ihr könnt nicht vorsichtig genug sein, wenn ihr dieses Experiment durchführt."
You can't do this alone and still meet the deadline.,"Du schaffst das nicht allein, wenn du die Frist einhalten willst."
You can't get a job if you don't have useful skills.,"Man bekommt keine Arbeit, wenn man keine nützlichen Fertigkeiten besitzt."
You can't judge a person if you don't know him well.,"Man kann niemanden beurteilen, wenn man ihn nicht gut kennt."
You can't just leave us here with no food and water.,Ihr könnt uns hier nicht einfach ohne Wasser und Verpflegung unserem Schicksal überlassen.
You can't shake someone's hand with a clenched fist.,Man kann mit einer geballten Faust nicht die Hand geben.
You could pass for a teenager if you wore a T-shirt.,"Du könntest als Teenager durchgehen, wenn du ein T-Shirt tragen würdest."
You don't have to be a genius to know who said that.,"Man muss kein Genie sein, um zu wissen, wer das gesagt hat."
"You forgot to thank Tom for the present, didn't you?","Du hast vergessen, Tom für das Geschenk zu danken. Stimmt's?"
"You forgot to thank Tom for the present, didn't you?","Du hast vergessen, dich bei Tom für das Geschenk zu bedanken. Stimmt's?"
"You forgot to thank Tom for the present, didn't you?","Sie haben vergessen, sich bei Tom für das Geschenk zu bedanken. Stimmt's?"
"You forgot to thank Tom for the present, didn't you?","Sie haben vergessen, Tom für das Geschenk zu danken. Stimmt's?"
You have no right to pass judgement on these people.,"Du hast kein Recht, über diese Menschen zu urteilen."
You have no right to pass judgement on these people.,"Sie haben kein Recht, über diese Menschen zu urteilen."
You keep on making the same mistake time after time.,Du machst immer wieder denselben Fehler.
You keep on making the same mistake time after time.,Sie machen immer wieder denselben Fehler.
"You know how important this job is to me, don't you?","Du weißt doch, wie wichtig diese Stelle für mich ist, oder?"
"You know how important this job is to me, don't you?","Sie wissen doch, wie wichtig diese Stelle für mich ist, oder?"
You look like you haven't had a decent meal in days.,"Du siehst so aus, als ob du schon Tage lang nichts gescheites gegessen hättest."
You must not park your car there without permission.,Sie dürfen Ihr Auto hier nicht ohne Erlaubnis parken.
You need to have give-and-take in your relationship.,In deiner Beziehung bedarf es des wechselseitigen Gebens und Nehmens.
You need to wear thick socks to keep your feet warm.,"Man muss dicke Socken tragen, damit die Füße warm bleiben."
You only appreciate your health once you've lost it.,"Erst wenn man seine Gesundheit verliert, weiß man sie zu schätzen."
You ought not to have said a thing like that to him.,Du hättest nicht so etwas zu ihm sagen sollen.
You ought not to have said a thing like that to him.,Sie hätten so etwas nicht zu ihm sagen sollen.
You ought not to have said a thing like that to him.,Ihr hättet ihm so etwas nicht sagen sollen.
You seemed to be having fun at the party last night.,"Es scheint so, als ob du gestern Abend beim Fest Spaß gehabt hast."
You seemed to be having fun at the party last night.,"Es scheint so, als ob du gestern Abend am Fest Spaß gehabt hast."
You should acquaint yourself with the local customs.,Du solltest dich mit den lokalen Sitten vertraut machen.
You should have told him about it while he was here.,"Du hättest ihm davon erzählen sollen, als er da war."
You should not have lent the money to such a person.,Einem solchen Menschen hättest du das Geld nicht leihen dürfen!
You should probably tell Tom where to put the tools.,"Du solltest wohl Tom besser sagen, wohin er die Werkzeuge legen soll."
You should see this film if you get the opportunity.,"Du solltest den Film sehen, wenn du Gelegenheit dazu hast."
You still haven't told me what your phone number is.,Du hast mir noch immer nicht deine Telefonnummer genannt.
You still haven't told me why you decided not to go.,"Du hast mir noch nicht gesagt, warum du beschlossen hast, nicht zu gehen."
You still haven't told me why you decided not to go.,"Ihr habt mir noch nicht erzählt, warum ihr euch entschlossen habt, nicht zu gehen."
You still haven't told me why you decided not to go.,"Sie haben mir noch nicht gesagt, weshalb Sie entschieden haben, nicht zu gehen."
"You tried to talk Tom out of doing that, didn't you?","Du hast versucht, Tom das auszureden, stimmt’s?"
You won't remember any of this in a couple of years.,In ein paar Jahren wirst du dich an nichts hiervon erinnern.
You'd be stupid if you tried to do that by yourself.,"Du wärest blöd, wenn du das allein versuchtest."
You'll find our house at the end of the next street.,Unser Haus liegt am Ende der nächsten Straße.
You're going to turn a lot of heads with that dress.,Mit diesem Kleid wirst du viele Blicke auf dich ziehen.
You're not an expert at this job any more than I am.,Du bist genauso wenig ein Experte für diesen Job wie ich.
"You're not thinking of taking Tom with you, are you?","Du denkst doch nicht etwa daran, Tom mitzunehmen?"
"You're one of Tom's friends from school, aren't you?","Du bist einer von Toms Schulfreunden, nicht wahr?"
You're one of the few people I know who can do that.,"Unter meinen Bekannten bist du einer der wenigen, die das können."
You're one of the few people I know who can do that.,"Unter meinen Bekannten bist du eine der wenigen, die das können."
"Are you going to Tom's party? ""I'm still not sure.""","Gehst du zu Toms Party? － ""Ich bin mir noch nicht sicher."""
"Did something happen between you two? ""Not really.""",„Ist zwischen euch etwas vorgefallen?“ – „Eigentlich nicht.“
"How much do I owe you? ""You don't owe me anything.""",„Was schulde ich dir?“ – „Du schuldest mir nichts.“
"I can't do that. ""Nor can anyone else, apparently.""",„Das kann ich nicht.“ – „Anscheinend kann es keiner.“
"I'm glad I studied karate. ""I'm glad you did, too.""","„Ich bin froh, dass ich Karate gelernt habe.“ — „Ich bin auch froh darüber.“"
"Thanks for repairing it. ""There was nothing to it.""",„Danke für die Reparatur.“ – „Das war keine Kunst.“
"Today's my birthday. ""It's my birthday today, too.""",„Ich habe heute Geburtstag.“ – „Ich auch!“
"What is your relationship to him? ""I'm his father.""",„In welcher Beziehung stehen Sie zu ihm?“ – „Ich bin sein Vater.“
"What's your name? ""Tom,"" the little boy said shyly.","„Wie heißt du?“ – „Tom“, sagte der kleine Junge schüchtern."
"Whose magazines are these? ""They are the doctor's.""",„Von wem sind diese Magazine?“ — „Die gehören dem Arzt.“
"Would you mind opening the window? ""Of course not.""","„Könnten Sie wohl das Fenster öffnen?“ – „Ja, natürlich.“"
"A bad habit, once formed, is difficult to get rid of.",Eine schlechte Angewohnheit wird man nur schwer wieder los.
"A bad habit, once formed, is difficult to get rid of.","Eine schlechte Gewohnheit ist, sobald sie sich geprägt hat, schwer loszuwerden."
A beautiful woman like you shouldn't be eating alone.,Eine schöne Frau wie du sollte nicht allein essen.
A book without preface is like a body without a soul.,Ein Buch ohne Vorwort ist wie ein Körper ohne Seele.
"A coward dies a thousand deaths, a hero dies but one.","Ein Feigling stirbt tausend Tode, ein Held nur einen."
A fire broke out on the second floor of the building.,Im ersten Stock des Gebäudes brach ein Feuer aus.
A foreign language can't be mastered in a year or so.,Eine Fremdsprache meistert man nicht in einem Jahr oder so.
A friendship is the most valuable thing in the world.,Freundschaft ist das Wertvollste auf der Welt.
A good management would listen to reasonable demands.,Eine gute Unternehmensleitung würde vernünftigen Forderungen Gehör schenken.
A good management would listen to reasonable demands.,Eine gute Unternehmensleitung schenkt vernünftigen Forderungen in der Regel Gehör.
A good poker player can tell when someone's bluffing.,"Ein guter Pokerspieler merkt, wenn jemand blufft."
A house without books is like a room without windows.,Ein Haus ohne Bücher ist wie ein fensterloser Raum.
A house without books is like a room without windows.,Ein Haus ohne Bücher ist wie ein Raum ohne Fenster.
A human body consists of a countless number of cells.,Ein menschlicher Körper besteht aus unzähligen Zellen.
A husband and wife promise always to love each other.,"Ehemann und Ehefrau versprechen immer, sich zu lieben."
A lot of people find Tom's abrupt manner off-putting.,Viele Leute finden Toms schroffes Benehmen abstoßend.
A man cannot be comfortable without his own approval.,"Ein Mensch kann sich nicht wohlfühlen, wenn er mit sich selbst nicht im Reinen ist."
"A man's worth lies in what he is, not in what he has.","Der Wert eines Mannes besteht darin, was er ist, und nicht darin, was er besitzt."
A monster lay on a rock near the top of the mountain.,Ein Monster lag auf einem Felsen nahe dem Gipfel des Berges.
A person cannot understand another person completely.,Eine Person kann eine andere Person nicht vollkommen verstehen.
